t,sat_id,zenith_deg,gamma0,mu_s,beta_s,psift_s,qber_s,eve_s,rnorm_s,secure_s,mu_opt,beta_opt,psift_opt,qber_opt,eve_opt,rnorm_opt,secure_opt
2255,8,12.9898,1.59407,0.5,3,0.0016542,0.00183591,0.442008,0.00160613,0,0.95,0.608,0.282977,0.000966718,0.391006,0.270065,1
2260,8,14.5769,1.54397,0.5,3,0.0016384,0.00230406,0.442525,0.00158423,0,0.95,0.734,0.243976,0.000974745,0.391959,0.232972,1
2265,8,16.849,1.46502,0.5,3,0.00161478,0.00328323,0.443404,0.00154844,0,0.95,0.944,0.185679,0.00098213,0.393582,0.17748,1
2270,8,19.5142,1.3632,0.5,3,0.00158687,0.00514647,0.444668,0.00149899,0,0.95,1.238,0.119694,0.000983514,0.395916,0.114579,1
2275,8,22.372,1.24556,0.5,3,0.00155879,0.00855878,0.446332,0.00143502,0,0.95,1.616,0.0614269,0.000977221,0.398992,0.0589193,1
2280,8,25.2961,1.11925,0.5,3,0.00153484,0.0145749,0.448398,0.00135453,0,0.95,2.064,0.0237842,0.000994364,0.402818,0.0228619,1
2285,8,28.2078,0.990739,0.5,3,0.00151924,0.0246415,0.450849,0.00125528,0,0.95,2.61,0.00588149,0.000989338,0.407366,0.00566856,1
2290,8,31.0581,0.865354,0.5,3,0.00151588,0.0403774,0.453646,0.00113656,0,0.95,0.3,0.413031,0.0694657,0.412566,0.253561,0
2295,8,33.8165,0.74704,0.5,3,0.00152799,0.0630746,0.456728,0.00100093,0,0.95,0.3,0.429625,0.106396,0.418309,0.211251,0
2300,8,36.4649,0.638386,0.5,3,0.00155764,0.0930823,0.460018,0.00085469,0,0.95,0.3,0.451534,0.150576,0.424455,0.168056,0
2305,8,38.9934,0.540792,0.5,3,0.00160523,0.129432,0.463431,0.000706719,0,0.95,0.3,0.477921,0.198133,0.430847,0.128073,0
2310,8,41.3979,0.454712,0.5,3,0.00166931,0.169989,0.466882,0.000566152,0,0.95,0.3,0.50727,0.245037,0.437324,0.0940063,0
2315,8,43.6781,0.379913,0.5,3,0.00174683,0.212076,0.47029,0.000440235,0,0.95,0.307,0.533504,0.287519,0.443733,0.0668748,0
2320,8,45.8362,0.315709,0.5,3,0.00183363,0.253178,0.473585,0.000333186,0,0.95,0.384,0.514941,0.318095,0.449943,0.0465815,0
2325,8,47.8766,0.261151,0.5,3,0.00192522,0.291426,0.476712,0.000246195,0,0.95,0.44,0.505995,0.346794,0.455845,0.0319761,0
2330,8,49.8043,0.215171,0.5,3,0.00201736,0.325718,0.47963,0.000178156,0,0.95,0.496,0.493824,0.371442,0.461361,0.0216864,0
2335,8,51.6254,0.176684,0.5,3,0.00210654,0.355624,0.482314,0.000126616,0,0.95,0.538,0.48725,0.393248,0.466438,0.014561,0
2340,8,53.3459,0.144646,0.5,3,0.00219016,0.381184,0.484748,8.86025e-05,0,0.95,0.58,0.477889,0.411521,0.47105,0.00969552,0
2345,8,54.9722,0.118101,0.5,3,0.00226654,0.402712,0.486932,6.11794e-05,0,0.95,0.622,0.466086,0.426767,0.475188,0.00641026,0
2350,8,56.5105,0.09619,0.5,3,0.00233483,0.420655,0.488869,4.17581e-05,0,0.95,0.65,0.460661,0.43994,0.478863,0.00421224,0
2355,8,57.9666,0.0781634,0.5,3,0.00239481,0.435498,0.490573,2.82149e-05,0,0.95,0.678,0.453378,0.450796,0.482096,0.00275287,0
2360,8,59.3464,0.0633735,0.5,3,0.00244672,0.44771,0.492058,1.88932e-05,0,0.95,0.706,0.444549,0.459733,0.484915,0.00179016,0
2400,9,59.2567,0.0642699,0.5,3,0.0024435,0.446969,0.491966,1.941e-05,0,0.95,0.706,0.44407,0.459146,0.48474,0.0018425,0
2405,9,58.0028,0.0777483,0.5,3,0.00239623,0.435841,0.490613,2.79306e-05,0,0.95,0.678,0.4536,0.451066,0.482173,0.00272297,0
2410,9,56.6989,0.0937111,0.5,3,0.00234287,0.422692,0.489097,3.97603e-05,0,0.95,0.65,0.461978,0.44155,0.479296,0.00399281,0
2415,9,55.3449,0.112512,0.5,3,0.00228349,0.407275,0.487413,5.59345e-05,0,0.95,0.622,0.469025,0.430392,0.476102,0.0058053,0
2420,9,53.9411,0.134517,0.5,3,0.00221851,0.389366,0.485562,7.76679e-05,0,0.95,0.594,0.474579,0.417377,0.472592,0.00836169,0
2425,9,52.4891,0.160083,0.5,3,0.00214875,0.368803,0.48355,0.0001063,0,0.95,0.566,0.478515,0.402299,0.46878,0.0119179,0
2430,9,50.9916,0.189537,0.5,3,0.00207545,0.345529,0.48139,0.000143182,0,0.95,0.524,0.489366,0.385891,0.464691,0.0167869,0
2435,9,49.4534,0.223138,0.5,3,0.00200033,0.319656,0.479104,0.000189497,0,0.95,0.482,0.498533,0.367408,0.460365,0.0233322,0
2440,9,47.8814,0.26103,0.5,3,0.00192544,0.291513,0.47672,0.000246009,0,0.95,0.44,0.506053,0.34687,0.455859,0.0319466,0
2445,9,46.2851,0.303187,0.5,3,0.00185309,0.2617,0.474274,0.000312779,0,0.95,0.398,0.512092,0.324441,0.451242,0.0430075,0
2450,9,44.6778,0.349354,0.5,3,0.00178555,0.231084,0.471811,0.00038891,0,0.95,0.342,0.525531,0.301937,0.446599,0.0568153,0
2455,9,43.0763,0.398974,0.5,3,0.00172486,0.200746,0.469381,0.000472397,0,0.95,0.3,0.529566,0.27712,0.442022,0.0734942,0
2460,9,41.5022,0.451139,0.5,3,0.00167251,0.171854,0.467036,0.00056018,0,0.95,0.3,0.50862,0.247061,0.437612,0.0926466,0
2465,9,39.9821,0.504549,0.5,3,0.00162933,0.145495,0.464829,0.000648437,0,0.95,0.3,0.489548,0.217405,0.433468,0.113472,0
2470,9,38.5474,0.557512,0.5,3,0.00159538,0.122505,0.462812,0.000733057,0,0.95,0.3,0.472903,0.189513,0.429686,0.134888,0
2475,9,37.2341,0.607995,0.5,3,0.00157003,0.10337,0.46103,0.000810175,0,0.95,0.3,0.459017,0.164642,0.426349,0.155602,0
2480,9,36.0817,0.653735,0.5,3,0.00155213,0.0882203,0.459523,0.000876592,0,0.95,0.3,0.447992,0.143747,0.423529,0.17431,0
2485,9,35.1304,0.69241,0.5,3,0.00154028,0.0769127,0.458321,0.000929985,0,0.95,0.3,0.439742,0.127385,0.421284,0.189891,0
2490,9,34.4183,0.721854,0.5,3,0.00153306,0.069159,0.457448,0.000968879,0,0.95,0.3,0.434076,0.115761,0.419653,0.201516,0
2495,9,33.9769,0.740299,0.5,3,0.00152925,0.0646554,0.456918,0.00099246,0,0.95,0.3,0.430781,0.10885,0.418664,0.208666,0
2500,9,33.8274,0.746582,0.5,3,0.00152808,0.0631809,0.456741,0.00100035,0,0.95,0.3,0.429703,0.106561,0.418333,0.211076,0
2505,9,33.9769,0.740299,0.5,3,0.00152925,0.0646554,0.456918,0.00099246,0,0.95,0.3,0.430781,0.10885,0.418664,0.208666,0
2510,9,34.4183,0.721854,0.5,3,0.00153306,0.069159,0.457448,0.000968879,0,0.95,0.3,0.434076,0.115761,0.419653,0.201516,0
2515,9,35.1304,0.69241,0.5,3,0.00154028,0.0769127,0.458321,0.000929985,0,0.95,0.3,0.439742,0.127385,0.421284,0.189891,0
2520,9,36.0817,0.653735,0.5,3,0.00155213,0.0882203,0.459523,0.000876592,0,0.95,0.3,0.447992,0.143747,0.423529,0.17431,0
2525,9,37.2341,0.607995,0.5,3,0.00157003,0.10337,0.46103,0.000810175,0,0.95,0.3,0.459017,0.164642,0.426349,0.155602,0
2530,9,38.5474,0.557512,0.5,3,0.00159538,0.122505,0.462812,0.000733057,0,0.95,0.3,0.472903,0.189513,0.429686,0.134888,0
2535,9,39.9821,0.504549,0.5,3,0.00162933,0.145495,0.464829,0.000648437,0,0.95,0.3,0.489548,0.217405,0.433468,0.113472,0
2540,9,41.5022,0.451139,0.5,3,0.00167251,0.171854,0.467036,0.00056018,0,0.95,0.3,0.50862,0.247061,0.437612,0.0926466,0
2545,9,43.0763,0.398974,0.5,3,0.00172486,0.200746,0.469381,0.000472397,0,0.95,0.3,0.529566,0.27712,0.442022,0.0734942,0
2550,9,44.6778,0.349354,0.5,3,0.00178555,0.231084,0.471811,0.00038891,0,0.95,0.342,0.525531,0.301937,0.446599,0.0568153,0
2555,9,46.2851,0.303187,0.5,3,0.00185309,0.2617,0.474274,0.000312779,0,0.95,0.398,0.512092,0.324441,0.451242,0.0430075,0
2560,9,47.8814,0.26103,0.5,3,0.00192544,0.291513,0.47672,0.000246009,0,0.95,0.44,0.506053,0.34687,0.455859,0.0319466,0
2565,9,49.4534,0.223138,0.5,3,0.00200033,0.319656,0.479104,0.000189497,0,0.95,0.482,0.498533,0.367408,0.460365,0.0233322,0
2570,9,50.9916,0.189537,0.5,3,0.00207545,0.345529,0.48139,0.000143182,0,0.95,0.524,0.489366,0.385891,0.464691,0.0167869,0
2575,9,52.4891,0.160083,0.5,3,0.00214875,0.368803,0.48355,0.0001063,0,0.95,0.566,0.478515,0.402299,0.46878,0.0119179,0
2580,9,53.9411,0.134517,0.5,3,0.00221851,0.389366,0.485562,7.76679e-05,0,0.95,0.594,0.474579,0.417377,0.472592,0.00836169,0
2585,9,55.3449,0.112512,0.5,3,0.00228349,0.407275,0.487413,5.59345e-05,0,0.95,0.622,0.469025,0.430392,0.476102,0.0058053,0
2590,9,56.6989,0.0937111,0.5,3,0.00234287,0.422692,0.489097,3.97603e-05,0,0.95,0.65,0.461978,0.44155,0.479296,0.00399281,0
2595,9,58.0028,0.0777483,0.5,3,0.00239623,0.435841,0.490613,2.79306e-05,0,0.95,0.678,0.4536,0.451066,0.482173,0.00272297,0
2600,9,59.2567,0.0642699,0.5,3,0.0024435,0.446969,0.491966,1.941e-05,0,0.95,0.706,0.44407,0.459146,0.48474,0.0018425,0
